0,-0.1064674854
0,-0.2713132203
0,-0.2876411974
1,-0.3198004067
1,0.1390648037
1,0.1389028132
2,-0.1392874271
2,-0.2713748813
2,-0.2877084315
3,-0.3197998106
3,0.1388009787
3,0.1554064006
4,-0.1392865032
4,-0.2387909293
4,-0.2384999096
5,-0.319798857
5,0.2042070627
5,0.1882763803
6,-0.1721061319
6,-0.2226228118
6,-0.321082294
7,-0.3197978437
7,0.2203710079
7,0.1883142292
8,-0.1556980163
8,-0.1900556237
8,-0.3039961159
9,-0.2705688775
9,0.2198736072
9,0.2047908604
10,-0.1392847747
10,-0.1903130114
10,-0.2874865532
11,-0.3033860326
11,0.2526473701
11,0.2197502255
12,-0.1064594388
12,-0.1742669493
12,-0.2874468267
13,-0.2705601752
13,0.2194396555
13,0.2212859392
14,-0.07363138348
14,-0.1746953875
14,-0.2873722613
15,-0.2869622409
15,0.2190495133
15,0.2213799059
16,-0.1556723267
16,-0.174994573
16,-0.2708098888
17,-0.3033614159
17,0.2187424302
17,0.2351580262
18,-0.1064281836
18,-0.1753375083
18,-0.2543687522
19,-0.2705265284
19,0.21838516
19,0.2380321026
20,-0.09000407159
20,-0.1593121737
20,-0.2543971539
21,-0.303332299
21,0.2508049011
21,0.2380412519
22,-0.1063970923
22,-0.2745142281
22,-0.2872896791
23,-0.3033136427
23,0.2175238729
23,0.2380851805
24,-0.1063698232
24,-0.1602315456
24,-0.2377768755
25,-0.2868742347
25,0.2006453276
25,0.2382339239
26,-0.1555621177
26,-0.2757309377
26,-0.2870151103
27,-0.3196537793
27,0.1671147496
27,0.237826854
28,-0.1062741578
28,-0.1777954847
28,-0.2544454336
29,-0.3195922971
29,0.2155186832
29,0.238070786
30,-0.1062273681
30,-0.179029569
30,-0.2543137968
31,-0.3031376302
31,0.2313536108
31,0.1235264614
32,-0.1061900631
32,-0.2788916826
32,-0.2856232524
33,-0.3031007349
33,0.2128175497
33,0.2407839894
34,-0.1061410308
34,-0.1661245376
34,-0.2872273624
35,-0.286650449
35,0.2267728448
35,0.2406788021
36,-0.1061371267
36,-0.2844510972
36,-0.267778784
37,-0.3030954897
37,0.2389569134
37,0.1554867029
38,-0.1068573967
38,-0.2908886075
38,-0.2913867831
39,-0.2713514566
39,0.2148900628
39,0.2450308055
40,-0.1079668403
40,-0.165970996
40,-0.3026472032
41,-0.3051299155
41,0.2202754915
41,0.2511568964
